global_sales,critic_score
0.05,53
0.05,53
0.05,53
0.05,54
0.05,54
0.05,54
0.05,54
0.05,54
0.05,55
0.05,55
0.05,56
0.05,56
0.05,56
0.05,57
0.05,57
0.05,57
0.05,57
0.05,57
0.05,57
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,58
0.05,59
0.05,59
0.05,59
0.05,59
0.05,60
0.05,60
0.05,60
0.05,60
0.05,60
0.05,60
0.05,60
0.05,60
0.05,61
0.05,61
0.05,61
0.05,61
0.05,61
0.05,61
0.05,62
0.05,62
0.05,62
0.05,62
0.05,62
0.05,63
0.05,63
0.05,63
0.05,63
0.05,64
0.05,64
0.05,64
0.05,64
0.05,64
0.05,64
0.05,65
0.05,65
0.05,65
0.05,65
0.05,65
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,66
0.05,67
0.05,67
0.05,67
0.05,68
0.05,68
0.05,68
0.05,68
0.05,68
0.05,69
0.05,69
0.05,69
0.05,69
0.05,69
0.05,69
0.05,69
0.05,69
0.05,70
0.05,70
0.05,70
0.05,70
0.05,70
0.05,70
0.05,70
0.05,70
0.05,70
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,71
0.05,72
0.05,72
0.05,72
0.05,72
0.05,72
0.05,72
0.05,72
0.05,72
0.05,73
0.05,73
0.05,73
0.05,74
0.05,74
0.05,74
0.05,74
0.05,74
0.05,74
0.05,75
0.05,75
0.05,75
0.05,75
0.05,75
0.05,75
0.05,75
0.05,75
0.05,76
0.05,76
0.05,76
0.05,76
0.05,76
0.05,76
0.05,76
0.05,76
0.05,77
0.05,77
0.05,77
0.05,77
0.05,77
0.05,77
0.05,78
0.05,78
0.05,78
0.05,78
0.05,78
0.05,78
0.05,78
0.05,78
0.05,78
0.05,78
0.05,79
0.05,79
0.05,79
0.05,79
0.05,79
0.05,79
0.05,79
0.05,79
0.05,79
0.05,80
0.05,80
0.05,80
0.05,81
0.05,81
0.05,81
0.05,81
0.05,82
0.05,82
0.05,82
0.05,82
0.05,82
0.05,82
0.05,83
0.05,83
0.05,83
0.05,84
0.05,84
0.05,84
0.05,84
0.05,85
0.05,86
0.05,86
0.05,87
0.05,87
0.05,87
0.05,88
0.05,89
0.05,89
0.05,92
0.05,93
0.04,13
0.04,31
0.04,34
0.04,35
0.04,35
0.04,35
0.04,37
0.04,37
0.04,37
0.04,37
0.04,38
0.04,38
0.04,39
0.04,41
0.04,41
0.04,42
0.04,42
0.04,42
0.04,42
0.04,42
0.04,43
0.04,43
0.04,43
0.04,43
0.04,44
0.04,44
0.04,44
0.04,45
0.04,45
0.04,46
0.04,46
0.04,46
0.04,47
0.04,47
0.04,47
0.04,47
0.04,48
0.04,48
0.04,48
0.04,48
0.04,49
0.04,49
0.04,50
0.04,50
0.04,50
0.04,50
0.04,51
0.04,51
0.04,52
0.04,52
0.04,52
0.04,53
0.04,53
0.04,53
0.04,53
0.04,53
0.04,54
0.04,54
0.04,54
0.04,55
0.04,55
0.04,56
0.04,56
0.04,56
0.04,57
0.04,58
0.04,58
0.04,58
0.04,58
0.04,59
0.04,59
0.04,59
0.04,59
0.04,60
0.04,60
0.04,60
0.04,60
0.04,60
0.04,60
0.04,60
0.04,61
0.04,61
0.04,61
0.04,61
0.04,61
0.04,61
0.04,62
0.04,62
0.04,62
0.04,63
0.04,63
0.04,64
0.04,64
0.04,64
0.04,64
0.04,65
0.04,65
0.04,65
0.04,65
0.04,65
0.04,65
0.04,66
0.04,66
0.04,66
0.04,66
0.04,66
0.04,66
0.04,66
0.04,66
0.04,66
0.04,66
0.04,67
0.04,67
0.04,67
0.04,67
0.04,67
0.04,67
0.04,67
0.04,67
0.04,67
0.04,67
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,68
0.04,69
0.04,69
0.04,69
0.04,69
0.04,69
0.04,69
0.04,69
0.04,69
0.04,69
0.04,70
0.04,70
0.04,70
0.04,70
0.04,70
0.04,70
0.04,70
0.04,70
0.04,71
0.04,71
0.04,71
0.04,71
0.04,71
0.04,71
0.04,71
0.04,72
0.04,72
0.04,72
0.04,72
0.04,72
0.04,72
0.04,72
0.04,72
0.04,72
0.04,73
0.04,73
0.04,73
0.04,74
0.04,74
0.04,74
0.04,74
0.04,74
0.04,74
0.04,75
0.04,75
0.04,75
0.04,75
0.04,75
0.04,75
0.04,75
0.04,76
0.04,76
0.04,76
0.04,76
0.04,77
0.04,77
0.04,77
0.04,77
0.04,78
0.04,78
0.04,78
0.04,78
0.04,78
0.04,78
0.04,78
0.04,79
0.04,79
0.04,79
0.04,80
0.04,80
0.04,80
0.04,80
0.04,81
0.04,81
0.04,81
0.04,82
0.04,82
0.04,83
0.04,83
0.04,84
0.04,84
0.04,84
0.04,84
0.04,86
0.04,86
0.04,87
0.04,87
0.04,88
0.04,89
0.04,89
0.04,90
0.04,92
0.04,94
0.03,26
0.03,31
0.03,31
0.03,32
0.03,33
0.03,35
0.03,35
0.03,36
0.03,38
0.03,39
0.03,40
0.03,41
0.03,41
0.03,41
0.03,41
0.03,43
0.03,43
0.03,44
0.03,44
0.03,45
0.03,45
0.03,45
0.03,45
0.03,46
0.03,46
0.03,46
0.03,47
0.03,47
0.03,47
0.03,48
0.03,48
0.03,48
0.03,48
0.03,48
0.03,48
0.03,49
0.03,50
0.03,51
0.03,51
0.03,52
0.03,52
0.03,53
0.03,53
0.03,53
0.03,53
0.03,54
0.03,54
0.03,54
0.03,54
0.03,54
0.03,55
0.03,55
0.03,55
0.03,55
0.03,55
0.03,56
0.03,56
0.03,56
0.03,56
0.03,56
0.03,57
0.03,57
0.03,57
0.03,57
0.03,57
0.03,57
0.03,57
0.03,58
0.03,58
0.03,58
0.03,58
0.03,58
0.03,59
0.03,59
0.03,59
0.03,59
0.03,59
0.03,59
0.03,59
0.03,59
0.03,59
0.03,60
0.03,60
0.03,60
0.03,60
0.03,60
0.03,61
0.03,61
0.03,61
0.03,61
0.03,61
0.03,62
0.03,62
0.03,62
0.03,62
0.03,62
0.03,62
0.03,62
0.03,62
0.03,62
0.03,62
0.03,63
0.03,63
0.03,63
0.03,63
0.03,63
0.03,63
0.03,63
0.03,63
0.03,64
0.03,64
0.03,64
0.03,64
0.03,64
0.03,64
0.03,64
0.03,64
0.03,64
0.03,65
0.03,65
0.03,65
0.03,65
0.03,65
0.03,65
0.03,66
0.03,66
0.03,66
0.03,66
0.03,67
0.03,67
0.03,67
0.03,67
0.03,67
0.03,67
0.03,68
0.03,68
0.03,68
0.03,68
0.03,68
0.03,68
0.03,68
0.03,68
0.03,69
0.03,69
0.03,69
0.03,69
0.03,70
0.03,70
0.03,70
0.03,70
0.03,70
0.03,70
0.03,70
0.03,70
0.03,70
0.03,71
0.03,71
0.03,71
0.03,71
0.03,71
0.03,71
0.03,72
0.03,72
0.03,72
0.03,72
0.03,72
0.03,72
0.03,72
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,73
0.03,74
0.03,74
0.03,74
0.03,74
0.03,74
0.03,74
0.03,74
0.03,74
0.03,74
0.03,74
0.03,75
0.03,75
0.03,75
0.03,75
0.03,75
0.03,75
0.03,75
0.03,76
0.03,76
0.03,76
0.03,76
0.03,76
0.03,76
0.03,76
0.03,77
0.03,77
0.03,77
0.03,77
0.03,78
0.03,78
0.03,78
0.03,78
0.03,78
0.03,78
0.03,79
0.03,79
0.03,79
0.03,79
0.03,79
0.03,80
0.03,80
0.03,80
0.03,80
0.03,80
0.03,80
0.03,81
0.03,81
0.03,82
0.03,82
0.03,82
0.03,82
0.03,82
0.03,83
0.03,83
0.03,83
0.03,83
0.03,83
0.03,83
0.03,83
0.03,84
0.03,84
0.03,84
0.03,84
0.03,84
0.03,85
0.03,85
0.03,86
0.03,86
0.03,87
0.03,88
0.03,88
0.03,89
0.03,89
0.03,90
0.03,90
0.03,91
0.03,91
0.02,19
0.02,23
0.02,24
0.02,26
0.02,26
0.02,30
0.02,30
0.02,30
0.02,31
0.02,31
0.02,33
0.02,33
0.02,35
0.02,35
0.02,35
0.02,36
0.02,36
0.02,38
0.02,38
0.02,38
0.02,38
0.02,39
0.02,39
0.02,39
0.02,39
0.02,40
0.02,40
0.02,40
0.02,40
0.02,40
0.02,42
0.02,42
0.02,42
0.02,43
0.02,43
0.02,44
0.02,45
0.02,45
0.02,45
0.02,46
0.02,46
0.02,46
0.02,47
0.02,47
0.02,48
0.02,48
0.02,48
0.02,49
0.02,49
0.02,50
0.02,50
0.02,50
0.02,50
0.02,50
0.02,51
0.02,51
0.02,51
0.02,51
0.02,51
0.02,52
0.02,52
0.02,52
0.02,52
0.02,52
0.02,52
0.02,53
0.02,53
0.02,53
0.02,54
0.02,54
0.02,54
0.02,54
0.02,55
0.02,55
0.02,55
0.02,55
0.02,56
0.02,56
0.02,56
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,57
0.02,58
0.02,58
0.02,58
0.02,58
0.02,58
0.02,58
0.02,58
0.02,58
0.02,58
0.02,59
0.02,59
0.02,59
0.02,59
0.02,59
0.02,59
0.02,59
0.02,59
0.02,59
0.02,60
0.02,60
0.02,60
0.02,60
0.02,60
0.02,60
0.02,60
0.02,60
0.02,61
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,62
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,63
0.02,64
0.02,64
0.02,64
0.02,64
0.02,64
0.02,64
0.02,64
0.02,65
0.02,65
0.02,65
0.02,65
0.02,65
0.02,65
0.02,65
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,66
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,67
0.02,68
0.02,68
0.02,68
0.02,68
0.02,68
0.02,69
0.02,69
0.02,69
0.02,69
0.02,69
0.02,69
0.02,69
0.02,70
0.02,70
0.02,70
0.02,70
0.02,70
0.02,70
0.02,70
0.02,70
0.02,70
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,71
0.02,72
0.02,72
0.02,72
0.02,72
0.02,72
0.02,72
0.02,72
0.02,73
0.02,73
0.02,73
0.02,73
0.02,73
0.02,73
0.02,73
0.02,73
0.02,74
0.02,74
0.02,74
0.02,74
0.02,74
0.02,74
0.02,75
0.02,75
0.02,75
0.02,75
0.02,75
0.02,75
0.02,76
0.02,76
0.02,76
0.02,76
0.02,76
0.02,76
0.02,76
0.02,76
0.02,76
0.02,77
0.02,77
0.02,77
0.02,77
0.02,77
0.02,77
0.02,78
0.02,78
0.02,78
0.02,78
0.02,78
0.02,78
0.02,78
0.02,79
0.02,79
0.02,79
0.02,79
0.02,79
0.02,79
0.02,80
0.02,80
0.02,81
0.02,81
0.02,81
0.02,81
0.02,81
0.02,82
0.02,82
0.02,82
0.02,83
0.02,84
0.02,84
0.02,84
0.02,84
0.02,84
0.02,84
0.02,84
0.02,85
0.02,85
0.02,86
0.02,86
0.02,86
0.02,86
0.02,87
0.02,87
0.02,87
0.02,89
0.02,89
0.02,89
0.02,89
0.02,89
0.02,90
0.02,91
0.02,93
0.02,93
0.01,23
0.01,26
0.01,27
0.01,35
0.01,37
0.01,37
0.01,40
0.01,41
0.01,42
0.01,42
0.01,43
0.01,44
0.01,45
0.01,46
0.01,48
0.01,48
0.01,48
0.01,49
0.01,49
0.01,49
0.01,51
0.01,51
0.01,52
0.01,52
0.01,53
0.01,53
0.01,53
0.01,54
0.01,54
0.01,55
0.01,55
0.01,55
0.01,55
0.01,56
0.01,56
0.01,56
0.01,56
0.01,57
0.01,57
0.01,58
0.01,58
0.01,58
0.01,58
0.01,58
0.01,59
0.01,60
0.01,61
0.01,61
0.01,61
0.01,61
0.01,61
0.01,61
0.01,61
0.01,62
0.01,62
0.01,62
0.01,63
0.01,63
0.01,63
0.01,63
0.01,63
0.01,64
0.01,64
0.01,65
0.01,65
0.01,65
0.01,65
0.01,65
0.01,65
0.01,66
0.01,66
0.01,66
0.01,66
0.01,66
0.01,67
0.01,67
0.01,67
0.01,69
0.01,69
0.01,69
0.01,69
0.01,69
0.01,69
0.01,70
0.01,70
0.01,70
0.01,70
0.01,70
0.01,71
0.01,71
0.01,71
0.01,71
0.01,72
0.01,72
0.01,72
0.01,72
0.01,72
0.01,72
0.01,72
0.01,72
0.01,73
0.01,74
0.01,74
0.01,74
0.01,75
0.01,75
0.01,75
0.01,75
0.01,76
0.01,76
0.01,76
0.01,77
0.01,77
0.01,77
0.01,78
0.01,78
0.01,78
0.01,78
0.01,78
0.01,79
0.01,79
0.01,79
0.01,80
0.01,80
0.01,80
0.01,80
0.01,80
0.01,80
0.01,81
0.01,81
0.01,81
0.01,82
0.01,82
0.01,82
0.01,82
0.01,82
0.01,83
0.01,83
0.01,84
0.01,86
0.01,86
0.01,86
0.01,87
0.01,88
0.01,90
0.01,90
0.01,91
0.01,91
0.01,93
